"@sourceA","fname_c1@sourceA","fname_c2@sourceA","lname_c1@sourceA","lname_c2@sourceA","by@sourceA","bm@sourceA","bd@sourceA","@sourceB","fname_c1@sourceB","fname_c2@sourceB","lname_c1@sourceB","lname_c2@sourceB","by@sourceB","bm@sourceB","bd@sourceB","Confidence"
"7449","RENATE","NA","KOEHLER","NA","1956","9","4","7449","RENATE","NA","KOEHLER","NA","1956","9","4","100"
"7450","GERTRUD","NA","MUELLER","NA","1976","9","1","7450","GERTRUD","NA","MUELLER","NA","1976","9","1","100"
"7451","SABINE","NA","HEINRICH","NA","1941","2","11","7451","SABINE","NA","HEINRICH","NA","1941","2","11","100"
"7452","UTE","NA","SCHMIDT","NA","1941","2","6","7452","UTE","NA","SCHMIDT","NA","1941","2","6","100"
"7453","SUSANNE","NA","MUELRER","NA","1956","9","29","7453","SUSANNE","NA","MUELRER","NA","1956","9","29","100"
"7454","FRIEDA","NA","SEIDEL","NA","1941","5","19","7454","FRIEDA","NA","SEIDEL","NA","1941","5","19","100"
"7455","KATHRIN","NA","WEBER","NA","1985","6","24","7455","KATHRIN","NA","WEBER","NA","1985","6","24","100"
"7456","GERTRUD","NA","MUELLER","NA","1925","10","4","7456","GERTRUD","NA","MUELLER","NA","1925","10","4","100"
"7457","DORIS","NA","MUELLER","NA","1951","3","10","7457","DORIS","NA","MUELLER","NA","1951","3","10","100"
"7458","ROSEMARIE","NA","SCHAEFER","NA","2000","9","24","7458","ROSEMARIE","NA","SCHAEFER","NA","2000","9","24","100"
"7459","HELENE","NA","SCHMIDT","NA","1983","10","22","7459","HELENE","NA","SCHMIDT","NA","1983","10","22","100"
"7460","ANGELIKA","NA","RICHTER","NA","2002","11","22","7460","ANGELIKA","NA","RICHTER","NA","2002","11","22","100"
"7461","MARLIS","NA","HORN","NA","1971","3","16","7461","MARLIS","NA","HORN","NA","1971","3","16","100"
"7462","SABINE","NA","SCHMIDT","NA","1951","10","11","7462","SABINE","NA","SCHMIDT","NA","1951","10","11","100"
"7463","HELGA","NA","SCHULZ","NA","1928","1","24","7463","HELGA","NA","SCHULZ","NA","1928","1","24","100"
"7464","SUSANNE","NA","WINTER","NA","1955","8","6","7464","SUSANNE","NA","WINTER","NA","1955","8","6","100"
"7465","ANDREA","NA","ALBRECHT","NA","1965","4","16","7465","ANDREA","NA","ALBRECHT","NA","1965","4","16","100"
"7466","MONIKA","NA","SCHULTE","NA","1978","5","3","7466","MONIKA","NA","SCHULTE","NA","1978","5","3","100"
"7467","STEFANIE","NA","MUELLER","NA","1992","7","23","7467","STEFANIE","NA","MUELLER","NA","1992","7","23","100"
"7468","KAETHE","NA","BRAUN","NA","1964","6","2","7468","KAETHE","NA","BRAUN","NA","1964","6","2","100"
"7469","ELISABETH","NA","MUELLER","NA","1957","10","27","7469","ELISABETH","NA","MUELLER","NA","1957","10","27","100"
"7470","UTE","NA","KOEHLER","NA","1949","12","14","7470","UTE","NA","KOEHLER","NA","1949","12","14","100"
"7471","BAERBEL","NA","SCHUSTER","NA","1995","9","12","7471","BAERBEL","NA","SCHUSTER","NA","1995","9","12","100"
"7472","ERIKA","NA","HUBER","NA","1947","4","16","7472","ERIKA","NA","HUBER","NA","1947","4","16","100"
"7473","MONIKSA","NA","MOELLER","NA","1947","3","15","7473","MONIKSA","NA","MOELLER","NA","1947","3","15","100"
"7474","INGRID","URSULA","FUCHS","NA","1952","5","1","7474","INGRID","URSULA","FUCHS","NA","1952","5","1","100"
"7475","HANNELORE","NA","SCHULZE","NA","1973","1","19","7475","HANNELORE","NA","SCHULZE","NA","1973","1","19","100"
"7476","JOHANNA","INGRID","WAGNER","NA","1945","7","22","7476","JOHANNA","INGRID","WAGNER","NA","1945","7","22","100"
"7477","MARTINA","NA","MUELLER","NA","1996","10","28","7477","MARTINA","NA","MUELLER","NA","1996","10","28","100"
"7478","GISELA","NA","HOFFQANN","NA","2004","2","23","7478","GISELA","NA","HOFFQANN","NA","2004","2","23","100"
"7479","KARIN","NA","BAUER","NA","1934","5","16","7479","KARIN","NA","BAUER","NA","1934","5","16","100"
"7480","STEFANIE","NA","DIETRICH","NA","1999","7","11","7480","STEFANIE","NA","DIETRICH","NA","1999","7","11","100"
"7481","SABINE","NA","LANGE","NA","1982","12","8","7481","SABINE","NA","LANGE","NA","1982","12","8","100"
"7482","STEFANIE","NA","ZIEGLER","NA","1978","11","30","7482","STEFANIE","NA","ZIEGLER","NA","1978","11","30","100"
"7483","ANJA","NA","HERRMANN","NA","1969","5","15","7483","ANJA","NA","HERRMANN","NA","1969","5","15","100"
"7484","MARION","NA","ENGEL","NA","1950","8","29","7484","MARION","NA","ENGEL","NA","1950","8","29","100"
"7485","HANNELORE","NA","WAGNER","NA","1953","4","20","7485","HANNELORE","NA","WAGNER","NA","1953","4","20","100"
"7486","RENATE","NA","MAYER","NA","1971","3","29","7486","RENATE","NA","MAYER","NA","1971","3","29","100"
"7487","ANKE","NA","FUCHS","NA","2008","10","31","7487","ANKE","NA","FUCHS","NA","2008","10","31","100"
"7488","INGEBORG","NA","SCHMIDT","SCHMID","1994","12","18","7488","INGEBORG","NA","SCHMIDT","SCHMID","1994","12","18","100"
"7489","GISELA","NA","KOERTIG","NA","1935","2","21","7489","GISELA","NA","KOERTIG","NA","1935","2","21","100"
"7490","INGE","NA","MUELLER","NA","1995","6","9","7490","INGE","NA","MUELLER","NA","1995","6","9","100"
"7491","URSULA","NA","MUELLER","NA","1962","9","13","7491","URSULA","NA","MUELLER","NA","1962","9","13","100"
"7492","URSULA","NA","SCHMITT","NA","2003","13","14","7492","URSULA","NA","SCHMITT","NA","2003","13","14","100"
"7493","ELISABETH","NA","BECEKR","NA","1985","1","11","7493","ELISABETH","NA","BECEKR","NA","1985","1","11","100"
"7494","INGEBORG","NA","KRUEGER","NA","1939","4","29","7494","INGEBORG","NA","KRUEGER","NA","1939","4","29","100"
"7495","PETRA","NA","HAAS","NA","1953","2","24","7495","PETRA","NA","HAAS","NA","1953","2","24","100"
"7496","ANJA","NA","BECK","NA","1961","10","14","7496","ANJA","NA","BECK","NA","1961","10","14","100"
"7497","HELGA","NA","KUHN","NA","2003","5","3","7497","HELGA","NA","KUHN","NA","2003","5","3","100"
"7498","UTE","NA","POHL","NA","1939","10","23","7498","UTE","NA","POHL","NA","1939","10","23","100"
"7499","ANNA","NA","SCHUSTER","NA","1982","11","12","7499","ANNA","NA","SCHUSTER","NA","1982","11","12","100"
"7500","ERIKA","NA","WAGNER","NA","1953","12","8","7500","ERIKA","NA","WAGNER","NA","1953","12","8","100"
"7501","HELGA","NA","BUSXH","NA","2004","7","17","7501","HELGA","NA","BUSXH","NA","2004","7","17","100"
"7502","HEIDI","NA","HOFFMANN","NA","1967","7","1","7502","HEIDI","NA","HOFFMANN","NA","1967","7","1","100"
"7503","RENATE","CHRISTEL","MUELLER","NA","1956","7","17","7503","RENATE","CHRISTEL","MUELLER","NA","1956","7","17","100"
"7504","KARIN","NA","WOLFF","NA","1929","5","22","7504","KARIN","NA","WOLFF","NA","1929","5","22","100"
"7505","KATHARINA","NA","KOEHLER","NA","1959","2","15","7505","KATHARINA","NA","KOEHLER","NA","1959","2","15","100"
"7506","BIRGIT","NA","VOGEL","NA","1956","5","26","7506","BIRGIT","NA","VOGEL","NA","1956","5","26","100"
"7507","GERTRUD","NA","KRAUS","NA","1970","10","20","7507","GERTRUD","NA","KRAUS","NA","1970","10","20","100"
"7508","TANJA","NA","SCHMIDT","NA","1976","12","23","7508","TANJA","NA","SCHMIDT","NA","1976","12","23","100"
"7509","URSULA","NA","ZIEGLER","NA","1944","7","31","7509","URSULA","NA","ZIEGLER","NA","1944","7","31","100"
"7510","MARTHA","NA","SCHMITT","NA","1961","10","4","7510","MARTHA","NA","SCHMITT","NA","1961","10","4","100"
"7511","HEIKE","NA","SAUER","NA","1949","1","3","7511","HEIKE","NA","SAUER","NA","1949","1","3","100"
"7512","CHRISTA","NA","SCHROEDER","NA","1988","7","16","7512","CHRISTA","NA","SCHROEDER","NA","1988","7","16","100"
"7513","BRIGITTE","NA","BECKER","NA","1973","4","14","7513","BRIGITTE","NA","BECKER","NA","1973","4","14","100"
"7514","ANJA","NA","SCHMIDT","NA","1999","3","27","7514","ANJA","NA","SCHMIDT","NA","1999","3","27","100"
"7515","CLAUDIA","NA","WIBTER","NA","1953","1","10","7515","CLAUDIA","NA","WIBTER","NA","1953","1","10","100"
"7516","CHRISTA","NA","HERRMANN","NA","1943","7","2","7516","CHRISTA","NA","HERRMANN","NA","1943","7","2","100"
"7517","LIESELOTTE","NA","WEBER","NA","1950","9","30","7517","LIESELOTTE","NA","WEBER","NA","1950","9","30","100"
"7518","RENATE","NA","WERNER","NA","1965","1","25","7518","RENATE","NA","WERNER","NA","1965","1","25","100"
"7519","FRIEDA","NA","RICHTER","NA","1979","7","31","7519","FRIEDA","NA","RICHTER","NA","1979","7","31","100"
"7520","CHRISTA","NA","VOIGT","NA","1977","4","14","7520","CHRISTA","NA","VOIGT","NA","1977","4","14","100"
"7521","SABINE","NA","MEYER","NA","1943","9","2","7521","SABINE","NA","MEYER","NA","1943","9","2","100"
"7522","INGRID","NA","SCHULZ","NA","2000","6","12","7522","INGRID","NA","SCHULZ","NA","2000","6","12","100"
"7523","SILVIA","UTE","SCHUSTER","NA","1935","2","8","7523","SILVIA","UTE","SCHUSTER","NA","1935","2","8","100"
"7524","MARIA","NA","LEHMANN","NA","1966","2","18","7524","MARIA","NA","LEHMANN","NA","1966","2","18","100"
"7525","MARIANNE","NA","MUELLER","NA","1966","8","18","7525","MARIANNE","NA","MUELLER","NA","1966","8","18","100"
"7526","KARIN","NA","WERNER","NA","1954","6","11","7526","KARIN","NA","WERNER","NA","1954","6","11","100"
"7527","HELGA","SABINE","KUHN","NA","1977","5","28","7527","HELGA","SABINE","KUHN","NA","1977","5","28","100"
"7528","ELFRIEDE","NA","SCHMIDT","NA","1929","11","12","7528","ELFRIEDE","NA","SCHMIDT","NA","1929","11","12","100"
"7529","SABINE","NA","WOLFF","NA","1927","11","10","7529","SABINE","NA","WOLFF","NA","1927","11","10","100"
"7530","NICOLE","NA","ROTH","NA","1937","5","3","7530","NICOLE","NA","ROTH","NA","1937","5","3","100"
"7531","GISELA","NA","BECK","NA","1944","1","15","7531","GISELA","NA","BECK","NA","1944","1","15","100"
"7532","RENATE","NA","VOIGT","NA","1943","6","13","7532","RENATE","NA","VOIGT","NA","1943","6","13","100"
"7533","BARBARA","NA","KOEHLER","NA","1984","4","18","7533","BARBARA","NA","KOEHLER","NA","1984","4","18","100"
"7534","GABRIELE","NA","SCHMID","NA","1986","5","24","7534","GABRIELE","NA","SCHMID","NA","1986","5","24","100"
"7535","GERTRUD","NA","SCHMID","NA","1980","2","8","7535","GERTRUD","NA","SCHMID","NA","1980","2","8","100"
"7536","MARION","NA","MEYER","NA","1964","9","20","7536","MARION","NA","MEYER","NA","1964","9","20","100"
"7537","SUSANNE","NA","OTTO","NA","1964","10","14","7537","SUSANNE","NA","OTTO","NA","1964","10","14","100"
"7538","SABINE","NA","BOEHM","FRANK","1958","3","7","7538","SABINE","NA","BOEHM","FRANK","1958","3","7","100"
"7539","BRITTA","NA","SCHAEFER","NA","1953","2","11","7539","BRITTA","NA","SCHAEFER","NA","1953","2","11","100"
"7540","HILDEGARD","NA","MARTIN","NA","1966","2","1","7540","HILDEGARD","NA","MARTIN","NA","1966","2","1","100"
"7541","BRITTA","NA","FISCHER","NA","1998","6","20","7541","BRITTA","NA","FISCHER","NA","1998","6","20","100"
"7542","INGE","NA","MAYER","NA","1968","7","16","7542","INGE","NA","MAYER","NA","1968","7","16","100"
"7543","URSULA","NA","SCHNEIDER","NA","1997","10","23","7543","URSULA","NA","SCHNEIDER","NA","1997","10","23","100"
"7544","PETRA","NA","MUELLER","NA","1958","3","30","7544","PETRA","NA","MUELLER","NA","1958","3","30","100"
"7545","ANJA","NA","SCHMIDT","NA","1958","11","4","7545","ANJA","NA","SCHMIDT","NA","1958","11","4","100"
"7546","UTE","NA","MOELLER","NA","1997","12","25","7546","UTE","NA","MOELLER","NA","1997","12","25","100"
"7547","KARINO","NA","SCHMITT","NA","1986","2","3","7547","KARINO","NA","SCHMITT","NA","1986","2","3","100"
"7548","ERIKA","NA","SCHULZ","NA","1967","7","28","7548","ERIKA","NA","SCHULZ","NA","1967","7","28","100"
"7549","BARBARA","NA","JUNG","NA","1991","5","13","7549","BARBARA","NA","JUNG","NA","1991","5","13","100"
"7550","ANFJA","NA","FISCHER","NA","1980","7","31","7550","ANFJA","NA","FISCHER","NA","1980","7","31","100"
"7551","HILDEGARD","NA","FISCHER","HAAS","1966","6","28","7551","HILDEGARD","NA","FISCHER","HAAS","1966","6","28","100"
"7552","ELISABETH","NA","BECKER","NA","1937","12","21","7552","ELISABETH","NA","BECKER","NA","1937","12","21","100"
"7553","GISELA","NA","MAIER","NA","1985","9","21","7553","GISELA","NA","MAIER","NA","1985","9","21","100"
"7554","RENATE","NA","SCHMIDT","NA","1926","6","29","7554","RENATE","NA","SCHMIDT","NA","1926","6","29","100"
"7555","ANDREA","NA","MAIER","NA","1966","6","29","7555","ANDREA","NA","MAIER","NA","1966","6","29","100"
"7556","SABINE","NA","KELLER","NA","1962","5","29","7556","SABINE","NA","KELLER","NA","1962","5","29","100"
"7557","SILKE","NA","SOMMER","NA","1940","11","22","7557","SILKE","NA","SOMMER","NA","1940","11","22","100"
"7558","HILDEGARD","NA","PFEIFFER","NA","1946","8","18","7558","HILDEGARD","NA","PFEIFFER","NA","1946","8","18","100"
"7559","CHRISTA","NA","SCHULZE","NA","1948","11","6","7559","CHRISTA","NA","SCHULZE","NA","1948","11","6","100"
"7560","SANDRA","NA","WEBER","NA","1950","4","30","7560","SANDRA","NA","WEBER","NA","1950","4","30","100"
"7561","MARTINA","NA","JAEGER","NA","1955","11","13","7561","MARTINA","NA","JAEGER","NA","1955","11","13","100"
"7562","UTE","NA","FRANKE","NA","1962","10","1","7562","UTE","NA","FRANKE","NA","1962","10","1","100"
"7563","SUSANNE","NA","OTTO","NA","1764","10","14","7563","SUSANNE","NA","OTTO","NA","1764","10","14","100"
"7564","BIRGIT","NA","SCHULZE","NA","1989","10","6","7564","BIRGIT","NA","SCHULZE","NA","1989","10","6","100"
"7565","GERTRUD","NA","PETERS","NA","1967","12","30","7565","GERTRUD","NA","PETERS","NA","1967","12","30","100"
"7566","HILDEGARD","NA","WEISS","NA","1945","9","27","7566","HILDEGARD","NA","WEISS","NA","1945","9","27","100"
"7567","KARIN","NA","MUELLER","NA","1933","7","3","7567","KARIN","NA","MUELLER","NA","1933","7","3","100"
"7568","MARIA","NA","BAUER","NA","1984","12","19","7568","MARIA","NA","BAUER","NA","1984","12","19","100"
"7569","KATHRIN","NA","SCHNEIDER","NA","1939","1","7","7569","KATHRIN","NA","SCHNEIDER","NA","1939","1","7","100"
"7570","BRIGITTE","NA","SCHMIDT","NA","1982","10","29","7570","BRIGITTE","NA","SCHMIDT","NA","1982","10","29","100"
"7571","GERTRUD","NA","BOEHM","NA","1973","12","29","7571","GERTRUD","NA","BOEHM","NA","1973","12","29","100"
"7572","ELFRIEDE","NA","FISCHER","NA","1992","2","2","7572","ELFRIEDE","NA","FISCHER","NA","1992","2","2","100"
"7573","PETRA","NA","HARTMANN","NA","1935","9","9","7573","PETRA","NA","HARTMANN","NA","1935","9","9","100"
"7574","SONVJA","NA","SCHMIDT","NA","2008","9","15","7574","SONVJA","NA","SCHMIDT","NA","2008","9","15","100"
"7575","BRIGITTE","NA","PETERS","NA","1973","8","27","7575","BRIGITTE","NA","PETERS","NA","1973","8","27","100"
"7576","HELGA","HELGA","SCHMID","NA","1973","7","9","7576","HELGA","HELGA","SCHMID","NA","1973","7","9","100"
"7577","DANIELA","NA","FRANK","NA","1953","4","8","7577","DANIELA","NA","FRANK","NA","1953","4","8","100"
"7578","MARGARETE","MARIANNE","FISCHER","NA","1958","1","12","7578","MARGARETE","MARIANNE","FISCHER","NA","1958","1","12","100"
"7579","MARIANNE","NA","BAUMANN","NA","1926","8","26","7579","MARIANNE","NA","BAUMANN","NA","1926","8","26","100"
"7580","CHRISTINE","NA","MUELLER","NA","1937","7","18","7580","CHRISTINE","NA","MUELLER","NA","1937","7","18","100"
"7581","BARBARA","NA","SCHMIDT","NA","1966","2","5","7581","BARBARA","NA","SCHMIDT","NA","1966","2","5","100"
"7582","KARIN","NA","RICHTER","NA","1986","3","1","7582","KARIN","NA","RICHTER","NA","1986","3","1","100"
"7583","RENATE","NA","SCHWARZ","NA","2001","11","19","7583","RENATE","NA","SCHWARZ","NA","2001","11","19","100"
"7584","MONIKA","NA","WAGNER","NA","1928","6","28","7584","MONIKA","NA","WAGNER","NA","1928","6","28","100"
"7585","URSULA","NA","SCHMITT","NA","1986","12","2","7585","URSULA","NA","SCHMITT","NA","1986","12","2","100"
"7586","MARTINA","NA","SCHOLZ","NA","1978","2","2","7586","MARTINA","NA","SCHOLZ","NA","1978","2","2","100"
"7587","ANNA","NA","SCHUBERT","NA","1977","2","12","7587","ANNA","NA","SCHUBERT","NA","1977","2","12","100"
"7588","RENATE","NA","WAGNER","NA","1930","5","27","7588","RENATE","NA","WAGNER","NA","1930","5","27","100"
"7589","GABRIELE","NA","FISCHER","NA","1974","4","25","7589","GABRIELE","NA","FISCHER","NA","1974","4","25","100"
"7590","DANIELA","NA","SCHUMACHER","NA","1996","6","9","7590","DANIELA","NA","SCHUMACHER","NA","1996","6","9","100"
"7591","WALTRAUD","NA","OTTO","NA","1983","12","25","7591","WALTRAUD","NA","OTTO","NA","1983","12","25","100"
"7592","SANDRA","NA","MUELLER","NA","1934","7","10","7592","SANDRA","NA","MUELLER","NA","1934","7","10","100"
"7593","ELKE","NA","KUEHN","NA","1952","3","15","7593","ELKE","NA","KUEHN","NA","1952","3","15","100"
"7594","HEIKE","NA","SCHMITT","NA","1957","1","8","7594","HEIKE","NA","SCHMITT","NA","1957","1","8","100"
"7595","INGRID","NA","SCHULZ","NA","1931","7","27","7595","INGRID","NA","SCHULZ","NA","1931","7","27","100"
"7596","SUSANNE","NA","SCHAIDT","NA","1970","8","10","7596","SUSANNE","NA","SCHAIDT","NA","1970","8","10","100"
"7597","CHRISTA","NA","RICHTER","NA","1962","7","22","7597","CHRISTA","NA","RICHTER","NA","1962","7","22","100"
"7598","STEFANIE","NA","KRUEGER","NA","1988","4","18","7598","STEFANIE","NA","KRUEGER","NA","1988","4","18","100"
"7599","MARGARETE","NA","GRAF","NA","1986","10","6","7599","MARGARETE","NA","GRAF","NA","1986","10","6","100"
"7600","URSULA","NA","MARTIN","NA","1980","12","9","7600","URSULA","NA","MARTIN","NA","1980","12","9","100"
"7601","CLAUDIA","NA","SIMON","NA","1958","9","26","7601","CLAUDIA","NA","SIMON","NA","1958","9","26","100"
"7602","MARION","NA","MEIER","NA","1948","5","15","7602","MARION","NA","MEIER","NA","1948","5","15","100"
"7603","ANNA","NA","BERGMANN","LANGE","1978","3","29","7603","ANNA","NA","BERGMANN","LANGE","1978","3","29","100"
"7604","BAERBCEL","NA","WERNER","NA","1930","6","22","7604","BAERBCEL","NA","WERNER","NA","1930","6","22","100"
"7605","BIRGIT","NA","RICHTER","NA","1947","11","26","7605","BIRGIT","NA","RICHTER","NA","1947","11","26","100"
"7606","SABINE","URSULA","PETEFS","NA","1935","10","25","7606","SABINE","URSULA","PETEFS","NA","1935","10","25","100"
"7607","GERTRUD","NA","WALTER","NA","1987","6","22","7607","GERTRUD","NA","WALTER","NA","1987","6","22","100"
"7608","UTE","NA","SCHULZE","NA","1937","12","7","7608","UTE","NA","SCHULZE","NA","1937","12","7","100"
"7609","ANNA","NA","SCHROEDER","NA","1926","8","1","7609","ANNA","NA","SCHROEDER","NA","1926","8","1","100"
"7610","HELGA","NA","SCHNEIDER","NA","1934","9","6","7610","HELGA","NA","SCHNEIDER","NA","1934","9","6","100"
"7611","RENATE","NA","THOMAS","NA","1949","11","27","7611","RENATE","NA","THOMAS","NA","1949","11","27","100"
"7612","SABINE","NA","LEHMANN","NA","1963","11","2","7612","SABINE","NA","LEHMANN","NA","1963","11","2","100"
"7613","GABRIELE","NA","NEUMANN","NA","1948","10","23","7613","GABRIELE","NA","NEUMANN","NA","1948","10","23","100"
"7614","KATJA","NA","MEYER","NA","1996","3","7","7614","KATJA","NA","MEYER","NA","1996","3","7","100"
"7615","GABRIELE","NA","WEBER","NA","1962","3","19","7615","GABRIELE","NA","WEBER","NA","1962","3","19","100"
"7616","CLAUDIA","NA","SCHMIDT","NA","1978","5","2","7616","CLAUDIA","NA","SCHMIDT","NA","1978","5","2","100"
"7617","GISELA","NA","SCHMITZ","NA","1963","8","2","7617","GISELA","NA","SCHMITZ","NA","1963","8","2","100"
"7618","SUSANNE","NA","SCHMIDT","NA","1970","4","14","7618","SUSANNE","NA","SCHMIDT","NA","1970","4","14","100"
"7619","BIRGIT","NA","WEBER","NA","1980","16","10","7619","BIRGIT","NA","WEBER","NA","1980","16","10","100"
"7620","GABRIELE","NA","MUELLER","NA","1983","1","19","7620","GABRIELE","NA","MUELLER","NA","1983","1","19","100"
"7621","URSULA","NA","ZIMMERMANN","NA","1948","0","27","7621","URSULA","NA","ZIMMERMANN","NA","1948","0","27","100"
"7622","HEIKET","NA","BERGER","NA","1963","7","13","7622","HEIKET","NA","BERGER","NA","1963","7","13","100"
"7623","MONIWKA","NA","MUELLER","NA","1933","5","28","7623","MONIWKA","NA","MUELLER","NA","1933","5","28","100"
"7624","GISELA","NA","SCHUMAECHER","NA","1957","11","29","7624","GISELA","NA","SCHUMAECHER","NA","1957","11","29","100"
"7625","URSULA","NA","KOCH","NA","1994","8","1","7625","URSULA","NA","KOCH","NA","1994","8","1","100"
"7626","HEIKE","GISELA","WERNER","NA","2001","10","5","7626","HEIKE","GISELA","WERNER","NA","2001","10","5","100"
"7627","SABIENE","NA","HEINRICH","NA","1926","9","23","7627","SABIENE","NA","HEINRICH","NA","1926","9","23","100"
"7628","REGINA","NA","SCHROEDER","NA","2005","2","20","7628","REGINA","NA","SCHROEDER","NA","2005","2","20","100"
"7629","GERTRUD","GERTRUD","LUDWIG","NA","1998","12","8","7629","GERTRUD","GERTRUD","LUDWIG","NA","1998","12","8","100"
"7630","PETRA","NA","KRAUS","NA","1947","12","28","7630","PETRA","NA","KRAUS","NA","1947","12","28","100"
"7631","GABRIELE","NA","HAAS","NA","1991","2","12","7631","GABRIELE","NA","HAAS","NA","1991","2","12","100"
"7632","PETRA","NA","LANGE","NA","2001","1","5","7632","PETRA","NA","LANGE","NA","2001","1","5","100"
"7633","ELISABETH","NA","LEHMANN","NA","1981","4","9","7633","ELISABETH","NA","LEHMANN","NA","1981","4","9","100"
"7634","SABINE","NA","ZIETLER","NA","1989","11","3","7634","SABINE","NA","ZIETLER","NA","1989","11","3","100"
"7635","BRIGITTE","BRIGITTE","BECJER","NA","1964","1","31","7635","BRIGITTE","BRIGITTE","BECJER","NA","1964","1","31","100"
"7636","IRMGARD","NA","FRANK","NA","1975","4","29","7636","IRMGARD","NA","FRANK","NA","1975","4","29","100"
"7637","SILVIA","NA","GUENTHER","NA","1958","11","30","7637","SILVIA","NA","GUENTHER","NA","1958","11","30","100"
"7638","INGRID","NA","SCHULZ","NA","1972","9","24","7638","INGRID","NA","SCHULZ","NA","1972","9","24","100"
"7639","KATHRIN","NA","HAHN","NA","2007","11","25","7639","KATHRIN","NA","HAHN","NA","2007","11","25","100"
"7640","SUSANNE","BAERBEL","ZIEGLER","NA","1961","9","7","7640","SUSANNE","BAERBEL","ZIEGLER","NA","1961","9","7","100"
"7641","ELISABETH","NA","MUELLER","NA","1955","8","26","7641","ELISABETH","NA","MUELLER","NA","1955","8","26","100"
"7642","KARIN","NA","VOIGT","NA","1939","4","19","7642","KARIN","NA","VOIGT","NA","1939","4","19","100"
"7643","BEATE","NA","BAUER","NA","1957","7","17","7643","BEATE","NA","BAUER","NA","1957","7","17","100"
"7644","ANNA","NA","SCHMILT","NA","1949","1","3","7644","ANNA","NA","SCHMILT","NA","1949","1","3","100"
"7645","BRIGITTE","NA","WINKLER","NA","1936","10","11","7645","BRIGITTE","NA","WINKLER","NA","1936","10","11","100"
"7646","CHRISTINE","NA","WAGNER","NA","1928","11","8","7646","CHRISTINE","NA","WAGNER","NA","1928","11","8","100"
"7647","ELISABETH","NA","KRUEGER","NA","1938","6","5","7647","ELISABETH","NA","KRUEGER","NA","1938","6","5","100"
"7648","HELGA","NA","MAIER","NA","1942","9","30","7648","HELGA","NA","MAIER","NA","1942","9","30","100"
"7649","GABRIELE","NA","KOCH","NA","1490","5","2","7649","GABRIELE","NA","KOCH","NA","1490","5","2","100"
"7650","INGRID","NA","LEHMANN","NA","1936","3","3","7650","INGRID","NA","LEHMANN","NA","1936","3","3","100"
"7651","TANJA","NA","MUELLER","NA","1938","1","15","7651","TANJA","NA","MUELLER","NA","1938","1","15","100"
"7652","CHRISTA","NA","BAUER","NA","1955","6","10","7652","CHRISTA","NA","BAUER","NA","1955","6","10","100"
"7653","ANNA","NA","BRANDT","NA","1998","5","24","7653","ANNA","NA","BRANDT","NA","1998","5","24","100"
"7654","SUSANNE","NA","MARTIN","NA","1992","11","1","7654","SUSANNE","NA","MARTIN","NA","1992","11","1","100"
"7655","GISELA","NA","PFEIFFER","NA","1972","3","26","7655","GISELA","NA","PFEIFFER","NA","1972","3","26","100"
"7656","CHRISTA","STEFANIE","SAUER","NA","1941","11","28","7656","CHRISTA","STEFANIE","SAUER","NA","1941","11","28","100"
"7657","MARTINA","NA","WEBER","NA","1997","5","3","7657","MARTINA","NA","WEBER","NA","1997","5","3","100"
"7658","ILSE","SABINE","FISCHER","NA","1979","9","12","7658","ILSE","SABINE","FISCHER","NA","1979","9","12","100"
"7659","HILDEGARD","NA","SCHMIDT","NA","2000","8","26","7659","HILDEGARD","NA","SCHMIDT","NA","2000","8","26","100"
"7660","RENATE","NA","LEHMANN","NA","1930","2","16","7660","RENATE","NA","LEHMANN","NA","1930","2","16","100"
"7661","CHRISTA","NA","FUCHS","NA","1974","11","28","7661","CHRISTA","NA","FUCHS","NA","1974","11","28","100"
"7662","ELISABETH","NA","MAYER","NA","1937","7","30","7662","ELISABETH","NA","MAYER","NA","1937","7","30","100"
"7663","GERTRUD","NA","FISCHER","NA","1967","2","9","7663","GERTRUD","NA","FISCHER","NA","1967","2","9","100"
"7664","STEFANIE","NA","FISCHER","NA","1932","2","14","7664","STEFANIE","NA","FISCHER","NA","1932","2","14","100"
"7665","BRIGITTE","NA","THOMAS","NA","1950","4","2","7665","BRIGITTE","NA","THOMAS","NA","1950","4","2","100"
"7666","ELKBE","NA","LUDWIG","NA","1981","3","28","7666","ELKBE","NA","LUDWIG","NA","1981","3","28","100"
"7667","IRMGARD","NA","BAUER","NA","1988","9","17","7667","IRMGARD","NA","BAUER","NA","1988","9","17","100"
"7668","RENATE","ANNA","MARTIN","NA","1986","7","2","7668","RENATE","ANNA","MARTIN","NA","1986","7","2","100"
"7669","ANDREA","NA","RICHTER","NA","1939","8","2","7669","ANDREA","NA","RICHTER","NA","1939","8","2","100"
"7670","SABINE","NA","KOCH","NA","1946","2","4","7670","SABINE","NA","KOCH","NA","1946","2","4","100"
"7671","BARBAVRA","NA","KOERTIG","NA","1951","8","19","7671","BARBAVRA","NA","KOERTIG","NA","1951","8","19","100"
"7672","ERIKA","NA","KAISER","SCHMIDT","2008","9","10","7672","ERIKA","NA","KAISER","SCHMIDT","2008","9","10","100"
"7673","HILDEGARD","NA","WINKLER","NA","1979","10","18","7673","HILDEGARD","NA","WINKLER","NA","1979","10","18","100"
