                          Output from Link Plus Version 2.0 Sun Dec 27 03:27:32 2015

C:\RegPlus\LinkPlus\Configuration\rRLdata10000.cfg
Data = C:\RegPlus\LinkPlus\data\RLdata10000c.csv
Number of Records = 10000

                                             Linking Process
Direct method is employed
Cutoff Value=10.0

Field for Blocking
dummy

                                         Matching Parameters
           Matching Field   m-prob   u-prob      agree   disagree     matching method
                 fname_c1  0.96000  0.00956    4.19604   -2.92121           first name
                 fname_c2  0.96000  0.86719    0.09254   -1.09229           first name
                 lname_c1  0.97000  0.01723    3.66885   -3.17599            last name
                 lname_c2  0.97000  0.97000    0.00000    0.00000            last name
                       bd  0.95000  0.03268    3.06731   -2.69659       generic string
                       bm  0.95000  0.08309    2.21787   -2.64788       generic string
                       by  0.95000  0.01263    3.93276   -2.71527       generic string
Cutoff Value=10.0

m-prob: The probability that a matching variable agrees given that the comparison pair being examined is a match
u-prob: The probability that a matching variable agrees given that comparison pair being examined as a non-match
agree: The agreement weight assigned for an agreement on a given matching variable
disagree: The disagreement weight assigned for a disagreement on a given matching variable
matching method: The method used for computing the weight on a given matching variable.

                                                Match Report
Sorted by score descently (higher score, higher likelihood of being a matched pair)
                                   Number of Matched Pairs =     898

Linkage ID	Set ID	Record #	   id	  fname_c1	  fname_c2	   lname_c1	  lname_c2	bd	bm	  by	 Class	 Score
       397	   501	    2713	 2713	     FRANK	 CHRISTIAN	      FRANK	        NA	34	 7	1951		
       397	   501	    4279	 4279	     FRANK	 CHRISTIAN	      FRANK	        NA	30	 7	1951	     0	  12.6

       398	   500	    5544	 5544	     MARIA	        NA	    LEHMANN	        NA	17	 4	1945		
       398	   500	    8364	 8364	    MARIHA	        NA	    LEHMANN	        NA	17	 4	1945	     0	  12.6

       399	   499	    5251	 5251	   BARBARA	        NA	   HOFFMANN	        NA	 1	 7	1942		
       399	   499	    5626	 5626	   BARBARA	        NA	   HOFFMANN	        NA	 1	 6	1942	     0	  12.6

       400	   498	    7916	 7916	      ANNA	        NA	      FRANK	        NA	17	 8	1964		
       400	   498	    9714	 9714	      ANNA	        NA	      FRANK	        NA	17	 8	1962	     0	  12.6

       401	   497	    3200	 3200	  GUENTHER	      HANS	     SCHULZ	        NA	 3	 9	1931		
       401	   497	    4130	 4130	  GUENTHER	      HANS	     SCHULZ	        NA	 8	 9	1931	     0	  12.6

       402	   496	    1303	 1303	      KURT	        NA	    KOEHLER	        NA	25	 1	1962		
       402	   496	    2142	 2142	      KURT	        NA	    KOEHLER	        NA	25	 1	1969	     0	  12.6

       403	   495	    6001	 6001	   BARBARA	        NA	   SCHAEFER	        NA	11	 5	1972		
       403	   495	    6181	 6181	  BARBMARA	        NA	   SCHAEFER	        NA	11	 5	1972	     0	  12.6

       404	   233	    2748	 2748	   CARSTEN	        NA	       OTTO	        NA	13	 1	1983		
       404	   233	    4560	 4560	   CARSTEN	        NA	       OTTO	        NA	22	 1	1925	     0	  12.6

       405	   165	    7546	 7546	       UTE	        NA	    MOELLER	        NA	25	12	1997		
       405	   165	    8356	 8356	       UTE	        NA	    MOELLER	        NA	20	12	1997	     0	  12.6

       406	   492	    1838	 1838	     HORST	 FRIEDRICH	      LAMGE	        NA	19	 4	1975		
       406	   492	    3144	 3144	     HORST	 FRIEDRICH	      LANGE	        NA	19	 4	1975	     0	  12.6

       407	   491	    5478	 5478	   SUSANNE	        NA	      FRANK	        NA	12	 5	1939		
       407	   491	    6700	 6700	   SUSANNE	        NA	      FRANK	        NA	13	 5	1939	     0	  12.6

       408	   490	    1056	 1056	      JENS	        NA	     WAGNER	        NA	14	 8	1976		
       408	   490	    2763	 2763	      JENS	        NA	     WAGNER	        NA	14	 8	1986	     0	  12.6

       409	   489	    2382	 2382	    ULRICH	        NA	       KOCH	        NA	 5	10	1982		
       409	   489	    4189	 4189	   ULRIECH	        NA	       KOCH	        NA	 5	10	1982	     0	  12.6

       410	   488	    2197	 2197	     PETER	        NA	      VOGEL	        NA	15	 4	1949		
       410	   488	    3354	 3354	     PETER	        NA	      VOGEL	        NA	15	12	1948	     0	  12.6

       411	   487	    5275	 5275	    URSULA	        NA	   ALBRECHT	        NA	10	 7	1986		
       411	   487	    5529	 5529	   URSWULA	        NA	   ALBRECHT	        NA	10	 7	1986	     0	  12.6

       412	   486	    1047	 1047	       JAN	        NA	  FRIEDRICH	        NA	 8	10	1949		
       412	   486	    4838	 4838	       JAN	        NA	  FRIEDRICH	        NA	 9	10	1949	     0	  12.6

       413	   485	    8148	 8148	    RENATE	        NA	      VOGEL	        NA	13	 5	1965		
       413	   485	    9037	 9037	    RENATE	        NA	      VOGEL	        NA	16	 5	1957	     0	  12.5

       414	   484	    1099	 1099	   MICHAEL	    HOLGER	      WEBER	        NA	29	 9	1955		
       414	   484	    3825	 3825	  MICHKAEL	    HOLGER	      WEBER	        NA	29	 9	1955	     0	  12.5

       415	   483	    6871	 6871	    GISELA	        NA	      MAIER	        NA	15	 9	1992		
       415	   483	    7553	 7553	    GISELA	        NA	      MAIER	        NA	21	 9	1985	     0	  12.5

       416	   482	    3201	 3201	      HANS	        NA	     FRANKE	        NA	28	10	1973		
       416	   482	    4297	 4297	      HANS	        NA	     FRANKE	        NA	28	10	1933	     0	  12.5

       417	   481	       4	    4	      HANS	        NA	    SCHMITT	        NA	14	 8	1945		
       417	   481	    1957	 1957	     HRANS	        NA	    SCHMITT	        NA	14	 8	1945	     0	  12.5

       418	   480	    5938	 5938	    MONIKA	        NA	    MOELLER	        NA	15	 3	1947		
       418	   480	    7473	 7473	   MONIKSA	        NA	    MOELLER	        NA	15	 3	1947	     0	  12.5

       419	    26	    1619	 1619	       KAI	        NA	      KLEIN	        NA	16	11	1949		
       419	    26	    3535	 3535	       KAI	        NA	      KLEIN	        NA	16	11	2003	     0	  12.5

       420	   478	    2673	 2673	  BERNHARD	        NA	     BECKER	        NA	10	 1	1925		
       420	   478	    3315	 3315	  BERNHARD	        NA	     BECKER	        NA	10	 1	2002	     0	  12.5

       421	   157	    1341	 1341	   MICHAEL	        NA	     PETERS	        NA	12	 1	1937		
       421	   157	    2078	 2078	   MICHAEL	        NA	     PETERS	        NA	12	 9	1937	     0	  12.5

       422	   476	    2862	 2862	      ROLF	        NA	     SCHNID	        NA	24	 1	1954		
       422	   476	    3636	 3636	      ROLF	        NA	     SCHMID	        NA	24	 1	1954	     0	  12.5

       423	   475	    7459	 7459	    HELENE	        NA	    SCHMIDT	        NA	22	10	1983		
       423	   475	    9379	 9379	   HELXENE	        NA	    SCHMIDT	        NA	22	10	1983	     0	  12.5

       424	   474	    1631	 1631	    MARKUS	        NA	      WEBER	        NA	18	 7	1954		
       424	   474	    4628	 4628	   MARKOUS	        NA	      WEBER	        NA	18	 7	1954	     0	  12.5

       425	   473	    2718	 2718	    HOLGER	        NA	    NEUMANN	        NA	26	10	1988		
       425	   473	    4968	 4968	    HOLGER	        NA	    NEUMANN	        NA	26	10	1982	     0	  12.5

       426	    22	    7644	 7644	      ANNA	        NA	    SCHMILT	        NA	 3	 1	1949		
       426	    22	    8828	 8828	      ANNA	        NA	    SCHMIDT	        NA	 3	 1	1949	     0	  12.5

       427	   471	    6892	 6892	    SABINE	        NA	     BECKET	        NA	 1	 5	1968		
       427	   471	    8679	 8679	    SABINE	        NA	     BECKER	        NA	 1	 5	1968	     0	  12.4

       428	   470	     413	  413	   CARSTEN	        NA	     WAGNER	        NA	21	 4	1934		
       428	   470	    1882	 1882	   CARSTEN	        NA	     WAGNER	        NA	21	 7	1974	     0	  12.4

       429	   469	    6083	 6083	      ANNA	        NA	     BERGER	        NA	30	 9	1929		
       429	   469	    8381	 8381	     ANCNA	        NA	     BERGER	        NA	30	 9	1929	     0	  12.4

       430	   468	    7336	 7336	     ANTJE	        NA	     BECKER	        NA	10	 9	1955		
       430	   468	    9851	 9851	     ANTJE	        NA	     BECKRR	        NA	10	 9	1955	     0	  12.4

       431	   467	    6939	 6939	     MARIA	        NA	   HOFFMANN	        NA	16	 8	1936		
       431	   467	    8948	 8948	     MARIA	        NA	   HOFFMANN	        NA	16	 8	1935	     0	  12.4

       432	   466	     249	  249	    HARALD	        NA	      BAUER	        NA	 5	 1	1986		
       432	   466	    3018	 3018	    HARALD	        NA	      BAUER	        NA	 4	 1	1986	     0	  12.4

       433	   465	    8667	 8667	   GERTRUD	        NA	     WAGNER	        NA	14	 9	1979		
       433	   465	    9183	 9183	   GERTRUD	        NA	     WAGNER	        NA	14	 5	1982	     0	  12.4

       434	   464	    5863	 5863	     HELGA	  BRIGITTE	    SCHWARZ	        NA	28	 7	1969		
       434	   464	    9053	 9053	    HELGGA	  BRIGITTE	    SCHWARZ	        NA	28	 7	1969	     0	  12.4

       435	   463	    5906	 5906	    SILVIA	        NA	    NEUMANN	        NA	24	10	1960		
       435	   463	    7059	 7059	   SILVIIA	        NA	    NEUMANN	        NA	24	10	1960	     0	  12.4

       436	   462	    8821	 8821	     KARIN	        NA	       JUNG	        NA	13	 6	1954		
       436	   462	    9228	 9228	    KARINW	        NA	       JUNG	        NA	13	 6	1954	     0	  12.4

       437	    61	    3044	 3044	     FRANK	        NA	  SCHROEDER	        NA	19	 3	1966		
       437	    61	    3355	 3355	     FRANK	        NA	  SCHROEDER	        NA	19	10	1973	     0	  12.4

       438	    61	     498	  498	     FRANK	        NA	  SCHROEDER	        NA	18	 4	1952		
       438	    61	    2457	 2457	     FRANK	        NA	  SCHROEDER	        NA	19	 4	1952	     0	  12.4

       439	    61	    2457	 2457	     FRANK	        NA	  SCHROEDER	        NA	19	 4	1952		
       439	    61	    3044	 3044	     FRANK	        NA	  SCHROEDER	        NA	19	 3	1966	     0	  12.4

       440	    61	    2457	 2457	     FRANK	        NA	  SCHROEDER	        NA	19	 4	1952		
       440	    61	    3355	 3355	     FRANK	        NA	  SCHROEDER	        NA	19	10	1973	     0	  12.4

       441	   457	    1121	 1121	    THOMAS	        NA	     LORENZ	        NA	30	 8	1958		
       441	   457	    2001	 2001	   THOMQAS	        NA	     LORENZ	        NA	30	 8	1958	     0	  12.3

       442	   456	     547	  547	    RUDOLF	        NA	    MUELLER	        NA	15	11	1926		
       442	   456	    3082	 3082	    RUDOLF	        NA	    MUELLER	        NA	15	 1	1962	     0	  12.3

       443	   455	    2609	 2609	    HELMUT	        NA	    SCHWWRZ	        NA	 4	12	2006		
       443	   455	    3113	 3113	    HELMUT	        NA	    SCHWARZ	        NA	 4	12	2006	     0	  12.3

       444	     9	    1798	 1798	     HORST	        NA	    SCHWARZ	        NA	14	10	1985		
       444	     9	    1911	 1911	     HORST	        NA	    SCHWARZ	        NA	14	 3	1972	     0	  12.3

       445	   453	    7093	 7093	    BIRGIT	        NA	     KRAUSE	        NA	30	 6	1992		
       445	   453	    8868	 8868	    BIRGIT	        NA	     KRAUSE	        NA	30	 6	1962	     0	  12.3

       446	   452	    2819	 2819	    THOMAS	        NA	     KAISER	        NA	13	 5	1680		
       446	   452	    3580	 3580	    THOMAS	        NA	     KAISER	        NA	13	 5	1980	     0	  12.3

       447	   451	    1718	 1718	      SVEN	     KLAUS	      MEYER	        NA	 7	 9	1929		
       447	   451	    4257	 4257	     SVEQN	     KLAUS	      MEYER	        NA	 7	 9	1929	     0	  12.3

       448	   450	    7492	 7492	    URSULA	        NA	    SCHMITT	        NA	14	13	2003		
       448	   450	    9411	 9411	    URSULA	        NA	    SCHMITT	        NA	14	11	2003	     0	  12.3

       449	   449	    1615	 1615	   ANDREAS	        NA	     WALTER	        NA	18	 6	1935		
       449	   449	    2866	 2866	   ANDREAS	        NA	     WALTER	        NA	12	 4	1935	     0	  12.3

       450	   448	     540	  540	       UWE	        NA	     KRAUSE	        NA	10	 6	2007		
       450	   448	    4932	 4932	       UWE	        NA	     KRAUSE	        NA	10	 5	2007	     0	  12.3

       451	   447	     987	  987	     HORST	        NA	      ENGEL	        NA	10	11	1996		
       451	   447	    1968	 1968	     HORST	        NA	      ENGEL	        NA	 3	11	1944	     0	  12.3

       452	   446	    1234	 1234	   WILHELM	        NA	     KRAUSE	        NA	23	 1	1943		
       452	   446	    2115	 2115	  WILHEBLM	        NA	     KRAUSE	        NA	23	 1	1943	     0	  12.3

       453	   445	    3925	 3925	    MARTIN	        NA	     BECKER	        NA	20	 7	1967		
       453	   445	    4385	 4385	    MARTIN	        NA	     BECKER	        NA	20	10	1929	     0	  12.3

       454	   444	     705	  705	     JOERG	        NA	    KRUEGER	        NA	 6	 1	1958		
       454	   444	     764	  764	     JOERG	        NA	    KRUEGER	        NA	 7	 1	1958	     0	  12.3

       455	    65	    1485	 1485	 ALEXANDER	        NA	    SCHMITZ	        NA	 3	10	1932		
       455	    65	    3662	 3662	 ALEXANDER	        NA	    SCHMITZ	        NA	 1	10	1964	     0	  12.2

       456	   442	    1201	 1201	    HELMUT	        NA	     WINTER	        NA	26	 1	1967		
       456	   442	    3879	 3879	   HELMMUT	        NA	     WINTER	        NA	26	 1	1967	     0	  12.2

       457	    84	    5600	 5600	 ELISABETH	        NA	  FRIEDRICH	        NA	21	10	1982		
       457	    84	    6891	 6891	 ELISABETH	        NA	  FRIEDRICH	        NA	26	10	1982	     0	  12.2

       458	   440	    2038	 2038	       UWE	        NA	     MARTIN	        NA	23	11	1942		
       458	   440	    4960	 4960	       UWE	        NA	     MARTIN	        NA	10	11	1942	     0	  12.2

       459	   439	    5462	 5462	     TANJA	        NA	    SCHMIDT	        NA	29	12	1976		
       459	   439	    7508	 7508	     TANJA	        NA	    SCHMIDT	        NA	23	12	1976	     0	  12.2

       460	   438	     466	  466	  MATTHIAS	        NA	     BECKER	        NA	17	 7	1940		
       460	   438	    4265	 4265	  MATTHIAS	        NA	     BECKER	        NA	18	 7	1960	     0	  12.2

       461	   437	    1478	 1478	      HANS	        NA	     BECKER	        NA	18	 7	1960		
       461	   437	    2004	 2004	      HANS	        NA	     BECKER	        NA	18	 2	1960	     0	  12.2

       462	   436	    2402	 2402	    THOMAS	        NA	     KRAUSE	        NA	18	 8	1958		
       462	   436	    4306	 4306	    THOMAS	        NA	     KRAUSE	        NA	18	 3	1958	     0	  12.2

       463	   435	    2177	 2177	      OTTO	        NA	      WOLFF	        NA	24	12	1954		
       463	   435	    2742	 2742	      OTTO	        NA	      WOFLF	        NA	24	12	1954	     0	  12.2

       464	   434	    1071	 1071	   JUERGEN	        NA	     THOMAS	        NA	24	10	1992		
       464	   434	    2514	 2514	   JUERGEN	        NA	     THOMAS	        NA	24	10	1987	     0	  12.2

       465	   433	    1758	 1758	     JOERG	        NA	      WEBER	        NA	30	 8	1976		
       465	   433	    2963	 2963	    JOERIG	        NA	      WEBER	        NA	30	 8	1976	     0	  12.2

       466	   432	     871	  871	       KAI	        NA	    SCHMIDT	        NA	18	11	1951		
       466	   432	    1699	 1699	       KAI	        NA	      GROSS	        NA	12	11	1951	     0	  12.2

       467	   431	    3081	 3081	    WERNER	        NA	  SCHROEDER	        NA	17	 7	1963		
       467	   431	    4877	 4877	    WERNER	        NA	  SCHROEDER	        NA	17	 6	1968	     0	  12.2

       468	   150	    5486	 5486	   BARBARA	        NA	  SCHNEIDER	        NA	19	 1	1980		
       468	   150	    8106	 8106	   BARBARA	        NA	  SCHNEIDER	        NA	19	 5	1950	     0	  12.2

       469	   429	     182	  182	  GUENTHER	      OLAF	    SCHMIDT	        NA	26	 3	1967		
       469	   429	    4300	 4300	  GUENTHER	      OLAF	    SCHMIDT	        NA	24	 3	1967	     0	  12.1

       470	   428	    7883	 7883	    MONIKA	        NA	       HORN	        NA	 5	12	1931		
       470	   428	    9374	 9374	   MONIRKA	        NA	       HORN	        NA	 5	12	1931	     0	  12.1

       471	   426	    5807	 5807	    MONIKA	        NA	    NEUMANN	        NA	21	12	1976		
       471	   426	    8163	 8163	    MONIKA	        NA	    NEUMANN	        NA	15	 9	1976	     0	  12.1

       472	   426	    7804	 7804	    MONIKA	        NA	    NEUMANN	        NA	15	 4	1943		
       472	   426	    8163	 8163	    MONIKA	        NA	    NEUMANN	        NA	15	 9	1976	     0	  12.1

       473	   425	    1412	 1412	    HELMUT	        NA	     BECKER	        NA	13	 8	1994		
       473	   425	    2116	 2116	    HELMUT	        NA	     BECKER	        NA	13	 3	1994	     0	  12.1

       474	   424	    5087	 5087	     PETRA	 ELISABETH	 SCHUMACHER	        NA	17	 6	1989		
       474	   424	    8575	 8575	     PETRA	        NA	 SCHUMACHER	        NA	17	10	1928	     0	  12.1

       475	   423	    2634	 2634	   JUERGEN	        NA	     KRAUSE	        NA	 1	 7	1962		
       475	   423	    4791	 4791	  JUERTGEN	        NA	     KRAUSE	        NA	 1	 7	1962	     0	  12.1

       476	   422	    1004	 1004	     HORST	        NA	    SCHULTE	        NA	22	10	1999		
       476	   422	    1484	 1484	    HORSTZ	        NA	    SCHULTE	        NA	22	10	1999	     0	  12.1

       477	   421	     240	  240	      SVEN	        NA	    KRUEGER	        NA	22	 1	1992		
       477	   421	    1819	 1819	      SVEN	        NA	    KRUEGER	        NA	12	 1	1988	     0	  12.1

       478	   420	    1638	 1638	    VOLKER	        NA	     LORENZ	        NA	27	 1	1976		
       478	   420	    2644	 2644	   VOLEKER	        NA	     LORENZ	        NA	27	 1	1976	     0	  12.1

       479	   419	    7634	 7634	    SABINE	        NA	    ZIETLER	        NA	 3	11	1989		
       479	   419	    7993	 7993	    SABINE	        NA	    ZIEGLER	        NA	 3	11	1989	     0	  12.1

       480	   418	    5771	 5771	    URSULA	    RENATE	  SCHROEDER	        NA	22	 2	1956		
       480	   418	    7979	 7979	   URSGULA	    RENATE	  SCHROEDER	        NA	22	 2	1956	     0	  12.1

       481	   417	    6926	 6926	      ANJA	        NA	  SCHNEIDER	        NA	30	 6	1949		
       481	   417	    7868	 7868	      ANJA	        NA	  SCHNEIDER	        NA	30	 4	1949	     0	  12.1

       482	   416	    3912	 3912	   NORBERT	        NA	    SCHMIDT	        NA	19	 2	1977		
       482	   416	    4285	 4285	  NORBEVRT	        NA	    SCHMIDT	        NA	19	 2	1977	     0	  12.1

       483	   415	    8412	 8412	    MONIKA	        NA	       VOGT	        NA	 3	10	1958		
       483	   415	    8733	 8733	   MONIJKA	        NA	       VOGT	        NA	 3	10	1958	     0	  12.1

       484	   414	    6328	 6328	   CHRISTA	        NA	   GUENTHER	        NA	 2	10	1959		
       484	   414	    9283	 9283	   CHRISTA	        NA	   GUENTHER	        NA	29	10	1969	     0	  12.1

       485	    68	    6767	 6767	     KARIN	        NA	      LANGE	        NA	 1	11	1976		
       485	    68	    6909	 6909	     KARIN	        NA	      LANGE	        NA	 1	16	1976	     0	  12.0

       486	   412	    5261	 5261	     MARIA	        NA	     SCHULZ	        NA	17	 3	1966		
       486	   412	    9598	 9598	    MARIAY	        NA	     SCHULZ	        NA	17	 3	1966	     0	  12.0

       487	   411	     201	  201	   MICHAEL	        NA	    SCHMITZ	        NA	10	 5	2002		
       487	   411	    1481	 1481	  MICVHAEL	        NA	    SCHMITZ	        NA	10	 5	2002	     0	  12.0

       488	   410	    6130	 6130	   CHRISTA	        NA	      WOLFF	        NA	14	 6	1990		
       488	   410	    9400	 9400	   CHRISTA	        NA	     WOLFZF	        NA	14	 6	1990	     0	  12.0

       489	   409	    1204	 1204	    STEFAN	        NA	   HEINRICH	        NA	 4	12	1996		
       489	   409	    4478	 4478	   STEFRAN	        NA	   HEINRICH	        NA	 4	12	1996	     0	  12.0

       490	   408	     308	  308	   HERMANN	        NA	     LORENZ	        NA	17	10	1953		
       490	   408	    2807	 2807	   HERMANN	        NA	     LORENZ	        NA	17	10	1951	     0	  12.0

       491	   407	     829	  829	       JAN	        NA	       POHL	        NA	 3	 1	1999		
       491	   407	    4956	 4956	      JAZN	        NA	       POHL	        NA	 3	 1	1999	     0	  12.0

       492	   406	    8052	 8052	    GISELA	        NA	   HOFFMANN	        NA	14	 9	1956		
       492	   406	    8910	 8910	    GISELA	        NA	   HOFFMANN	        NA	14	12	1983	     0	  12.0

       493	   405	    5571	 5571	     KARIN	    BIRGIT	     KELLER	        NA	28	 2	1941		
       493	   405	    7180	 7180	     KARIN	    BIRHIT	     KELLER	        NA	28	 2	1941	     0	  12.0

       494	   404	    6960	 6960	     ERIKA	        NA	     SCHULZ	        NA	19	 8	1985		
       494	   404	    7886	 7886	     ERIKA	        NA	     SCHULZ	        NA	19	 8	1984	     0	  12.0

       495	   403	    6239	 6239	  BRIGITTE	        NA	     WAGNER	        NA	14	 9	1960		
       495	   403	    9045	 9045	 BRIGISTTE	        NA	     WAGNER	        NA	14	 9	1960	     0	  12.0

       496	   402	    4742	 4742	    STEFAN	        NA	       WOLF	        NA	12	 9	1936		
       496	   402	    4869	 4869	   STEFFAN	        NA	       WOLF	        NA	12	 9	1936	     0	  12.0

       497	   401	    7195	 7195	    SABINE	        NA	    SCHMITZ	        NA	14	 7	1939		
       497	   401	    7327	 7327	    SABINE	        NA	    SCHMITZ	        NA	14	 7	1972	     0	  12.0

       498	   400	    4034	 4034	  WOLFGANG	        NA	       HAHN	        NA	 9	 1	1982		
       498	   400	    4267	 4267	  WOLFGANG	        NA	       HAHN	        NA	 8	 1	1982	     0	  12.0

       499	   399	    5489	 5489	     PETRA	        NA	      BAUER	        NA	21	11	1946		
       499	   399	    6461	 6461	     PETRA	        NA	      BAUER	        NA	21	15	1946	     0	  11.9

       500	   398	    8754	 8754	     KARIN	        NA	    SCHWARZ	        NA	18	 8	1994		
       500	   398	    9514	 9514	     KARIN	        NA	    SCHWARZ	        NA	18	 4	1994	     0	  11.9

       501	    23	    6942	 6942	    INGRID	        NA	      KLEIN	        NA	14	10	1945		
       501	    23	    7969	 7969	    INGRID	        NA	      KLEIN	        NA	14	 6	1964	     0	  11.9

       502	   396	    7630	 7630	     PETRA	        NA	      KRAUS	        NA	28	12	1947		
       502	   396	    7796	 7796	     PETRA	        NA	      KRAUS	        NA	13	12	1984	     0	  11.9

       503	   395	    5474	 5474	 MARGARETE	        NA	    SCHMIDT	        NA	 1	 2	1938		
       503	   395	    5480	 5480	MARGAREQTE	        NA	    SCHMIDT	        NA	 1	 2	1938	     0	  11.9

       504	   394	    1561	 1561	     HORST	        NA	    HOFMANN	        NA	 4	11	1945		
       504	   394	    3352	 3352	     HORST	        NA	    HOFMANN	        NA	 4	11	1944	     0	  11.9

       505	   393	    1329	 1329	    WERNER	        NA	    SCHNIDT	        NA	 8	10	1956		
       505	   393	    3177	 3177	    WERNER	        NA	    SCHMIDT	        NA	 8	10	1956	     0	  11.9

       506	   392	    6620	 6620	 HANNELORE	        NA	      MEYER	        NA	25	11	1939		
       506	   392	    9460	 9460	 HANNELORE	        NA	      MEYER	        NA	27	11	1939	     0	  11.9

       507	   391	     958	  958	    THOMAS	        NA	       KOCH	        NA	19	 9	1924		
       507	   391	    2187	 2187	    THOMAS	        NA	       KOCH	        NA	19	 9	1922	     0	  11.9

       508	     9	     832	  832	       UWE	        NA	    WINKLER	        NA	19	10	1973		
       508	     9	    4665	 4665	       UWE	        NA	    WINKLER	        NA	10	10	1973	     0	  11.9

       509	   389	    5134	 5134	    MONIKA	    RENATE	     SCHULZ	        NA	24	 8	1931		
       509	   389	    7427	 7427	    MONIKA	    RENATE	     SCHULZ	        NA	24	 9	1931	     0	  11.9

       510	   388	    5660	 5660	    MONIKA	        NA	   SCHAEFER	        NA	17	 5	1977		
       510	   388	    9608	 9608	   MONIKKA	        NA	   SCHAEFER	        NA	17	 5	1977	     0	  11.9

       511	   387	    3386	 3386	    THOMAS	        NA	       WOLF	        NA	20	 6	1997		
       511	   387	    4365	 4365	   THOMWAS	        NA	       WOLF	        NA	20	 6	1997	     0	  11.9

       512	   386	     373	  373	     FRANK	        NA	      BAUER	        NA	16	 4	1996		
       512	   386	    2441	 2441	    FRANKV	        NA	      BAUER	        NA	16	 4	1996	     0	  11.9

       513	   385	     406	  406	       UWE	        NA	       LANG	        NA	31	10	1973		
       513	   385	    1299	 1299	       UWE	        NA	       LANG	        NA	26	10	1963	     0	  11.9

       514	   384	    5502	 5502	    SABINE	        NA	    SCHWARZ	        NA	16	10	1966		
       514	   384	    8310	 8310	    SABINE	        NA	    SCHWARZ	        NA	16	 1	1934	     0	  11.9

       515	   383	    1589	 1589	      JENS	        NA	    SCHMITT	        NA	13	 9	1960		
       515	   383	    1679	 1679	     JENDS	        NA	   SCHMIDTT	        NA	13	 9	1960	     0	  11.8

       516	   382	    9167	 9167	    INGRID	        NA	      BAUER	        NA	13	 7	1997		
       516	   382	    9418	 9418	    INGRID	        NA	      BAUER	        NA	13	 3	1952	     0	  11.8

       517	   381	     812	  812	    WALTER	        NA	       KOCH	        NA	28	10	1987		
       517	   381	    3002	 3002	    WALTER	        NA	       KOCH	        NA	 1	10	1928	     0	  11.8

       518	   380	    8320	 8320	     ERIKA	        NA	      WEBER	        NA	13	12	1964		
       518	   380	    8989	 8989	     ERIKA	        NA	      WEBER	        NA	13	 2	1967	     0	  11.8

       519	   379	    6965	 6965	     ERIKA	        NA	      WEBER	        NA	 1	 1	1958		
       519	   379	    8614	 8614	     ERIKA	        NA	      WEBER	        NA	 1	 9	1948	     0	  11.8

       520	   378	    2685	 2685	    WERNER	        NA	     SOMMER	        NA	28	11	1995		
       520	   378	    2724	 2724	    WERNER	        NA	     SOMMER	        NA	12	11	1987	     0	  11.8

       521	    25	    8087	 8087	     KARIN	        NA	      KLEIN	        NA	16	 3	1987		
       521	    25	    9791	 9791	     KARIN	        NA	      KLEIN	        NA	16	 1	1978	     0	  11.8

       522	    44	    5686	 5686	  GABRIELE	        NA	    NEUMANN	        NA	 9	11	1962		
       522	    44	    6528	 6528	  GABRIELE	        NA	    NEUMANN	        NA	15	11	1954	     0	  11.8

       523	   373	    6959	 6959	     ERIKA	        NA	    FISCHER	        NA	 1	 4	1959		
       523	   373	    7209	 7209	     ERIKA	        NA	    FISCHER	        NA	18	 4	1947	     0	  11.8

       524	   373	    6959	 6959	     ERIKA	        NA	    FISCHER	        NA	 1	 4	1959		
       524	   373	    8436	 8436	     ERIKA	        NA	    FISCHER	        NA	17	 4	1947	     0	  11.8

       525	   373	    7209	 7209	     ERIKA	        NA	    FISCHER	        NA	18	 4	1947		
       525	   373	    8436	 8436	     ERIKA	        NA	    FISCHER	        NA	17	 4	1947	     0	  11.8

       526	   372	    2423	 2423	     KLAUS	        NA	      KLEIN	        NA	10	 8	2003		
       526	   372	    3785	 3785	    KLAUCS	        NA	      KLEIN	        NA	10	 8	2003	     0	  11.8

       527	   371	    1591	 1591	     HORST	        NA	   GUENTHER	        NA	 8	 1	1965		
       527	   371	    2315	 2315	    HORQST	        NA	   GUENTHER	        NA	 8	 1	1965	     0	  11.8

       528	   370	    6819	 6819	     MARIA	        NA	    NEUMANN	        NA	 9	12	1966		
       528	   370	    9034	 9034	     MARIA	        NA	    NEUMANN	        NA	20	12	1958	     0	  11.7

       529	   368	    5668	 5668	    SABINE	        NA	       KOCH	        NA	12	 8	1984		
       529	   368	    7064	 7064	    SABINE	        NA	       KOCH	        NA	16	 8	1939	     0	  11.7

       530	   368	    7064	 7064	    SABINE	        NA	       KOCH	        NA	16	 8	1939		
       530	   368	    9300	 9300	    SABINE	        NA	       KOCH	        NA	16	 9	1939	     0	  11.7

       531	   367	     948	  948	    WERNER	        NA	     SCHULZ	        NA	 1	 5	1955		
       531	   367	    4709	 4709	    WERNER	        NA	     SCHULZ	        NA	 1	 4	1968	     0	  11.7

       532	   366	      89	   89	      SVEN	        NA	      BAUER	        NA	23	 1	1935		
